INdex,INdex.1,INdex.1.1,Magnitude,Station Name,Epicenter distance,Hypocenter distance,Focal depth,Station_Lon,Station_Lat,Epicenter_Lon,Epicenter_Lat,PGA,Tau_p,Tau_c,Origin Time,Rec Start Time,Vs30,Vs_20,Vs_10,Vs_5,PI_v,T_va,RSSC Vel,CAV,CAD,ID_2,IV_2,Arias intensity UD,Arias intensity NS,Arias intensity EW,PGV UD 3 sec,PGD UD 3 sec,PGA UD 3 sec,Max Acc Index UD,Max Acc Index NS,Max Acc Index EW,Max Vel Index UD,Max Disp Index UD,Total PGV UD,Total PGD UD,Total PGV NS,Total PGD NS,Total PGV EW,Total PGD EW,V VS ACC
2742,2742,2742,6.4,AIC001,221.3406136,225.1059023,41,136.75,35.2976,137.292,33.358,12.278,1.5,1.357933156,08:29:00,08:30:13,204,136,103,69,-6.753135078,0.119559392,0.030637167,0.438841593,0.096265877,4.38E-07,9.38E-06,0.03008126,0.43841378,0.524053624,0.005580216,0.000828158,0.293256161,163,36,42,108,295,0.004037692,0.000180585,0.003459863,0.000140796,0.00461867,0.00020916,0.019028468
2743,2743,2743,6.4,AIC002,218.4623844,222.2764346,41,136.9153,35.2979,137.292,33.358,7.054,1.5,3.191257223,08:29:00,08:30:13,607,405,294,338,-8.563479903,0.850471526,0.057317759,0.884193752,0.417281658,8.44E-06,3.27E-05,0.212353439,0.095159862,0.008679358,0.005634384,0.003565977,0.04162618,165,12,296,295,299,0.000816225,5.35E-05,0.001071904,3.50E-05,0.001359647,3.87E-05,0.135356747
2744,2744,2744,6.4,AIC003,208.1074602,212.107791,41,136.7404,35.1732,137.292,33.358,8.042,0.01,2.431144179,08:29:00,08:30:27,190,127,124,118,-1.588913241,0.409185465,1.150406519,16.8628404,6.367385407,0.001980753,0.013230268,61.9160399,113.2886587,90.91209249,0.140867494,0.04599725,2.163069429,84,198,216,135,174,0.07871724,0.005578841,0.089448525,0.009997608,0.037576556,0.002752671,0.065123889
2745,2745,2745,6.4,AIC004,191.8783898,196.2098786,41,136.9736,35.0634,137.292,33.358,18.455,1.5,3.14481164,08:29:00,08:30:08,456,304,249,194,-7.629734739,0.171419643,0.040982332,0.624474649,0.295664139,4.19E-06,1.67E-05,0.094926742,0.99359207,0.73344864,0.004795378,0.002426796,0.17576892,24,189,2,263,299,0.002075946,5.95E-05,0.003364634,0.000138535,0.002713362,0.000105092,0.027282284
2746,2746,2746,6.4,AIC005,204.7414768,208.8063034,41,137.2056,35.1979,137.292,33.358,16.549,1.5,3.207928277,08:29:00,08:30:14,798,532,266,170,-9.022066963,0.917306697,0.057741206,0.89601301,0.423631446,8.65E-06,3.32E-05,0.210273505,0.017082229,0.155608479,0.00534568,0.003581583,0.03661578,2,217,262,293,299,0.000642711,4.59E-05,0.000393137,1.28E-05,0.000675518,4.19E-05,0.145993895
2747,2747,2747,6.4,AIC006,207.5450433,211.5560091,41,137.5086,35.2159,137.292,33.358,27.751,1.5,3.024381754,08:29:00,08:30:32,513,342,171,105,0.128458468,0.490523736,3.847189858,57.63118221,26.01835277,0.034121604,0.147270565,946.6449675,4342.45458,479.4062856,0.394751459,0.242084299,5.056425178,8,20,36,274,299,0.091509684,0.004824223,0.220353882,0.01040506,0.170362873,0.005894565,0.078069277
2748,2748,2748,6.4,AIC009,192.0781101,196.4051944,41,137.1464,35.0812,137.292,33.358,25.017,1.5,3.161377946,08:29:00,08:30:08,353,235,198,150,-9.209781858,0.497580807,0.027196442,0.419883618,0.195185681,1.86E-06,7.35E-06,0.041810176,0.333463368,0.119040591,0.003020025,0.001627501,0.038135262,62,238,217,299,299,0.000855067,4.68E-05,0.001302476,9.29E-05,0.000927093,4.79E-05,0.079192445
2749,2749,2749,6.4,AIC010,180.3202691,184.9226851,41,137.4236,34.976,137.292,33.358,23.212,1.5,3.195661823,08:29:00,08:30:06,396,264,170,104,-7.732643897,0.491826613,0.068709477,1.061201337,0.501375375,1.22E-05,4.70E-05,0.298841577,0.171217206,1.252181665,0.006665497,0.004272197,0.085153079,29,264,299,292,299,0.00095196,5.69E-05,0.000960321,4.87E-05,0.001776591,0.000117975,0.078276637
2750,2750,2750,6.4,AIC011,186.3998855,190.85575,41,136.8639,34.9965,137.292,33.358,17.786,1.5,3.091780505,08:29:00,08:30:11,269,180,112,64,-7.887012971,0.233677341,0.040168276,0.60564171,0.285214392,3.89E-06,1.61E-05,0.098085865,0.353361148,5.396624079,0.004374747,0.002400002,0.117629497,91,251,25,261,299,0.001846986,5.74E-05,0.0025863,8.51E-05,0.004197265,0.00026506,0.037190904
2751,2751,2751,6.4,AIC012,174.2782815,179.0360841,41,137.0447,34.9119,137.292,33.358,16.311,1.5,2.840045696,08:29:00,08:30:05,265,176,127,88,-9.893448018,0.222094737,0.014595269,0.216990545,0.093599173,4.33E-07,2.12E-06,0.013476454,0.033681835,0.096650049,0.001675393,0.000848035,0.047397812,170,43,98,283,299,0.000833594,4.88E-05,0.000996668,5.88E-05,0.001055065,8.46E-05,0.035347475
2752,2752,2752,6.4,AIC013,177.1274641,181.8107218,41,137.5761,34.9335,137.292,33.358,13.57,1.5,3.197030121,08:29:00,08:30:05,878,586,422,308,-8.605948587,1.187733155,0.065133916,1.007258896,0.474809474,1.09E-05,4.22E-05,0.265456225,0.377448119,0.171308868,0.006085935,0.004041863,0.03219499,14,18,196,299,299,0.000735737,5.13E-05,0.000920819,6.39E-05,0.000881329,4.39E-05,0.189033603
2753,2753,2753,6.4,AIC014,163.4020579,168.467304,41,137.22,34.8263,137.292,33.358,18.727,1.5,3.221211738,08:29:00,08:30:03,449,299,204,132,-8.226136821,0.445157803,0.051125318,0.793197291,0.376671983,6.85E-06,2.61E-05,0.15352449,0.046257146,0.041627298,0.005275543,0.003153099,0.074461715,225,125,220,295,299,0.001141039,4.59E-05,0.000938578,3.11E-05,0.001020225,3.98E-05,0.070849065
2754,2754,2754,6.4,AIC015,155.6747486,160.9833138,41,137.4047,34.7549,137.292,33.358,14.221,1.5,3.141300171,08:29:00,08:30:03,459,306,248,180,-7.410703304,0.267801527,0.045855717,0.702445813,0.327800896,5.24E-06,2.10E-05,0.134446997,0.073765564,0.046841233,0.005721299,0.002819385,0.134233661,269,244,260,271,299,0.001828716,4.38E-05,0.00084654,4.22E-05,0.00144648,3.24E-05,0.042621937
2755,2755,2755,6.4,AIC016,161.8822244,166.9935765,41,136.9087,34.7788,137.292,33.358,31.63,1.5,3.187838735,08:29:00,08:30:06,259,173,121,76,-6.431654727,0.548705944,0.145404332,2.248233644,1.058157462,5.42E-05,0.000210481,1.340136802,0.314008835,1.098250935,0.014589987,0.00900356,0.167068709,202,280,46,284,299,0.002461589,0.000137892,0.001251425,6.68E-05,0.002366443,0.000119482,0.087329263
2756,2756,2756,6.4,AIC017,145.8450158,151.4984113,41,137.2633,34.6694,137.292,33.358,9.99,1.5,3.188712475,08:29:00,08:30:01,469,313,228,159,-8.14604765,1.060536471,0.091267865,1.409218886,0.663725176,2.14E-05,8.30E-05,0.542577892,0.000755473,0.216697378,0.008505313,0.005670611,0.050390023,8,173,155,288,299,0.001332254,7.58E-05,0.000486405,1.56E-05,0.001083129,6.62E-05,0.168789622
2757,2757,2757,6.4,AIC018,141.5835872,147.4005162,41,137.1078,34.6221,137.292,33.358,13.811,0.01,1.831643518,08:29:00,08:30:02,2055,1370,731,547,-0.91886232,0.322152582,1.000834111,12.79087783,4.179143986,0.000851219,0.010016577,23.92040169,17.22539828,3.380082793,0.174451837,0.036612831,3.402466044,162,212,171,132,156,0.000105494,7.48E-06,0.000112958,5.03E-06,9.73E-05,4.73E-06,0.051272176
2758,2758,2758,6.4,CHB019,304.3306434,307.0800229,41,139.8351,35.1105,137.292,33.358,4.511,1.5,2.956393697,08:29:00,08:31:05,205,136,103,76,-3.01040268,1.382783593,1.085710215,16.14104893,7.152261676,0.00260202,0.011752921,62.89043129,67.33439222,23.57290202,0.12604393,0.067820928,0.572726907,201,48,256,278,299,0.027183311,0.002182118,0.055799044,0.005023211,0.081344189,0.006779226,0.220076844
2759,2759,2759,6.4,EHM001,353.2211716,355.5927391,41,133.549,33.981,137.292,33.358,2.342,1.5,3.094812229,08:29:00,08:31:01,708,472,375,297,-5.247058451,0.369315664,0.167989279,2.632256207,1.265626325,6.83E-05,0.000281493,1.083332694,3.706114382,8.554402895,0.019811866,0.007750287,0.337060231,111,247,203,265,276,0.009274111,0.000493275,0.007526334,0.000591697,0.014985935,0.001262846,0.058778414
2760,2760,2760,6.4,EHM002,374.1296213,376.3694642,41,133.3074,33.9216,137.292,33.358,1.936,1.5,3.210904937,08:29:00,08:31:06,1179,786,393,248,-4.818963728,0.68354819,0.364836771,5.63365227,2.668983509,0.000346063,0.001325134,8.245407821,3.071676587,28.70809857,0.034422311,0.022533397,0.316410399,65,24,65,299,299,0.006965278,0.000432998,0.003746169,0.000230388,0.008136291,0.00058732,0.108790073
2761,2761,2761,6.4,EHM004,404.7841351,406.855252,41,132.9982,34.0624,137.292,33.358,2.453,1.5,2.578902191,08:29:00,08:31:13,368,245,186,125,-6.852058328,0.313768996,0.06949093,0.932202,0.423198749,8.10E-06,4.81E-05,0.669972972,3.521111903,1.653570433,0.009892148,0.00306899,0.198089036,266,18,49,37,299,0.006491092,0.000347638,0.011603618,0.000890493,0.012432299,0.000736395,0.049937887
2762,2762,2762,6.4,EHM015,446.980543,448.8569993,41,132.4814,33.6105,137.292,33.358,1.197,1.5,3.152922224,08:29:00,08:31:39,460,307,276,231,-4.744444318,0.866508942,0.427960681,6.495997716,3.026080021,0.000460466,0.001828653,9.521739616,2.783768427,41.14444132,0.044577763,0.025935251,0.323239992,198,148,120,283,295,0.01159361,0.000819929,0.028898226,0.001857959,0.052661014,0.004843773,0.137909181
2763,2763,2763,6.4,FKI001,334.2704674,336.7755118,41,136.1571,36.2161,137.292,33.358,1.698,1.5,3.152691985,08:29:00,08:31:03,490,327,201,117,-2.219171953,1.649433227,2.123292768,32.85240665,15.3184944,0.011319775,0.044960845,207.0964079,399.5393958,144.1615858,0.185123657,0.120997076,0.705191468,40,75,240,276,299,0.034080443,0.002821752,0.025062107,0.001767048,0.029743595,0.002281998,0.262515451
2764,2764,2764,6.4,FKI002,320.1495746,322.764233,41,136.0137,36.0386,137.292,33.358,2.035,0.6,1.188654998,08:29:00,08:31:01,537,358,227,170,-3.890453459,0.375586941,0.330145192,4.650586267,0.843390476,3.90E-05,0.001088467,4.783783122,10.78260125,9.57659184,0.043772397,0.007642814,0.73226743,187,193,164,266,118,0.038813219,0.003279648,0.033687586,0.00299437,0.031466882,0.002455269,0.059776518
2765,2765,2765,6.4,FKI003,314.1473117,316.8115109,41,136.2279,36.0444,137.292,33.358,4.273,1.5,3.299768235,08:29:00,08:30:36,377,251,168,101,-4.936733151,0.422557124,0.219209503,3.353151054,1.639207751,0.000132533,0.000480527,2.618896481,20.65977721,0.076807919,0.024836666,0.01276041,0.369307161,297,3,35,265,285,0.008742441,0.000513433,0.007979558,0.000510465,0.004129009,0.000279345,0.067252055
2766,2766,2766,6.4,FKI004,300.5930282,303.3762822,41,136.4865,35.9789,137.292,33.358,3.246,1.5,3.085991942,08:29:00,08:30:34,518,348,284,208,-4.771151654,0.420393881,0.172544352,2.576786566,1.196246299,7.18E-05,0.000297452,1.242310032,0.119576647,0.154862763,0.025307242,0.010032076,0.378240733,260,277,295,268,294,0.008749139,0.000577242,0.006110746,0.000458675,0.005693112,0.000205367,0.066907764
2767,2767,2767,6.4,FKI005,301.2808085,304.0577669,41,136.1743,35.9067,137.292,33.358,4.755,1.5,3.011312156,08:29:00,08:30:54,466,311,216,138,-3.095533678,0.342363081,0.549331285,8.369199175,3.877805324,0.000693031,0.003017179,8.582321988,457.930234,92.02045344,0.062284675,0.026715034,1.143073466,90,227,122,53,272,0.043389975,0.002614258,0.050806313,0.00411866,0.038547687,0.002789538,0.054488777
2768,2768,2768,6.4,FKI006,286.5580686,289.4762972,41,136.1998,35.7731,137.292,33.358,2.536,1.5,3.334000369,08:29:00,08:30:52,1024,683,341,234,-2.592454942,1.080954923,1.465808486,23.29719223,11.31287504,0.006030486,0.02141809,123.7864484,3.76899605,12.51564315,0.14303844,0.08348493,0.831428771,13,67,63,257,299,0.031205008,0.002793749,0.023900101,0.002191041,0.021461989,0.000967093,0.172039319
2769,2769,2769,6.4,FKI007,278.452469,281.4547521,41,136.0559,35.6457,137.292,33.358,10.221,1.5,2.5512405,08:29:00,08:30:50,244,163,105,63,-2.728837443,0.458975087,0.867256959,13.34059703,5.254378329,0.001239187,0.00751612,36.25201419,292.6963225,453.5957289,0.093655306,0.035657664,1.282103663,232,69,74,86,291,0.069997217,0.004850851,0.160021857,0.014513035,0.101489636,0.009091516,0.073048154
2770,2770,2770,6.4,FKI008,274.5619083,277.6062706,41,135.9084,35.5479,137.292,33.358,9.209,1.5,3.222717512,08:29:00,08:30:27,269,179,136,101,-6.517135068,0.814506531,0.143644578,2.225511177,1.060614191,5.40E-05,0.000205356,1.261231908,0.451379174,2.271800791,0.014568763,0.008827399,0.112384904,295,193,268,297,299,0.002541185,0.000142537,0.001945179,0.000123971,0.002748833,0.000207693,0.129632741
2771,2771,2771,6.4,FKI009,276.5709089,279.593397,41,135.7519,35.4965,137.292,33.358,9.047,1.5,3.202818138,08:29:00,08:30:20,210,140,107,81,-6.628988197,0.848192723,0.156958235,2.425468208,1.147396534,6.37E-05,0.00024526,1.566054041,0.390570985,0.00679438,0.014824139,0.009709383,0.109813266,14,232,179,299,299,0.002211485,0.000138644,0.001031141,6.32E-05,0.001043405,5.02E-05,0.134994065
2772,2772,2772,6.4,FKI010,285.8576736,288.7829801,41,135.551,35.4904,137.292,33.358,6.437,0.01,1.213916477,08:29:00,08:30:42,274,183,162,132,-3.403343152,0.252439137,0.301808161,3.978676169,0.764999817,3.40E-05,0.000910536,2.397212909,20.87708053,249.8066777,0.050808337,0.007347399,1.264614523,131,268,13,287,295,0.037161898,0.001913524,0.043304429,0.003986318,0.041236226,0.002728862,0.040176936
2773,2773,2773,6.4,FKI011,288.8942086,291.7890741,41,136.6706,35.9053,137.292,33.358,6.61,1.5,3.179169301,08:29:00,08:30:51,714,476,287,164,-2.936244583,0.430247762,0.698642817,11.19425024,5.23385972,0.001247234,0.004871697,21.55379779,45.67456707,34.65739816,0.071693816,0.034444348,1.046990996,102,127,115,55,296,0.02394128,0.001590674,0.030385801,0.00296411,0.024584835,0.001550909,0.068476058
2774,2774,2774,6.4,GIF001,326.2563313,328.8224349,41,136.8978,36.2742,137.292,33.358,1.539,1.5,3.166909912,08:29:00,08:31:03,1042,695,347,272,-4.135176972,0.966804785,0.543928302,8.005445277,3.94133802,0.000750681,0.002954907,12.98840853,2.906227047,6.962884203,0.063969488,0.028863747,0.415732478,111,10,267,237,272,0.023547876,0.001669388,0.029353183,0.002429256,0.01950222,0.00167149,0.15387176
2775,2775,2775,6.4,GIF002,325.0902057,327.6654419,41,137.0253,36.2734,137.292,33.358,1.851,1.5,2.663732754,08:29:00,08:31:00,974,649,325,224,-4.15930748,0.82955195,0.463758335,6.588499763,2.750925215,0.000383059,0.002131299,13.34529535,4.156967288,5.487235315,0.062319468,0.027441418,0.472019585,48,30,82,299,299,0.023692129,0.001945314,0.015981164,0.000957127,0.02444075,0.001222037,0.132027293
2776,2776,2776,6.4,GIF005,310.8786534,313.5706254,41,137.2514,36.1536,137.292,33.358,1.996,1.5,3.207738414,08:29:00,08:31:01,646,431,227,156,-3.360325758,1.438666523,1.053568997,16.17339481,7.830921575,0.002878127,0.011042613,68.63895564,19.97505073,19.0001945,0.107273827,0.063469687,0.468504217,10,11,72,294,299,0.021761774,0.001521164,0.018692924,0.001874808,0.022200058,0.001778658,0.228970889
2777,2777,2777,6.4,GIF006,299.091057,301.8881587,41,136.9528,36.0333,137.292,33.358,2.818,1.5,3.067666143,08:29:00,08:30:53,688,459,333,215,-4.622404229,0.483888477,0.272421869,3.806569505,1.884700445,0.000176895,0.000742096,3.091227582,6.286780718,27.56521519,0.035843622,0.01399233,0.465421539,90,170,270,225,264,0.018476225,0.001303028,0.026709297,0.001836718,0.028532271,0.001935614,0.077013243
2778,2778,2778,6.4,GIF007,298.507812,301.3103281,41,137.4861,36.0378,137.292,33.358,8.961,0.01,1.617788872,08:29:00,08:30:23,378,252,180,114,-4.100077216,0.15313216,0.159278296,2.095532738,0.556116241,1.68E-05,0.000253637,0.880011736,2.92922721,0.879063783,0.027638115,0.004488554,1.134023051,277,221,264,293,190,0.000123984,6.15E-06,0.000330577,1.83E-05,0.000340967,2.61E-05,0.02437174
2779,2779,2779,6.4,GIF008,288.3988895,291.2986775,41,137.26,35.9515,137.292,33.358,3.318,1.5,2.769506771,08:29:00,08:30:52,775,517,326,216,-4.150769471,0.488631507,0.297146311,4.0566121,1.943331733,0.000171548,0.000882958,3.233641791,224.7344715,4.686745498,0.043082041,0.012784054,0.553980752,207,11,65,63,271,0.026204457,0.002034967,0.024890617,0.002310766,0.018634086,0.001021759,0.07776812
2780,2780,2780,6.4,GIF009,288.192667,291.0945093,41,136.8311,35.9219,137.292,33.358,2.991,1.5,2.799666605,08:29:00,08:30:51,563,375,255,164,-3.949414797,0.69155328,0.468314984,7.154378313,3.158378515,0.000433994,0.002185903,11.17768424,42.07207617,44.5451712,0.062836123,0.024888172,0.570904679,18,8,149,288,299,0.025289911,0.002062354,0.02147433,0.001580069,0.021602664,0.001390184,0.110064123
2781,2781,2781,6.4,GIF010,271.8945131,274.9684095,41,137.245,35.8029,137.292,33.358,2.897,0.75,1.226037117,08:29:00,08:30:48,734,489,245,153,-3.652122097,0.410510062,0.332658384,4.292856088,0.854751488,4.21E-05,0.001106586,4.093747751,108.6340972,37.33590638,0.057415531,0.008822249,0.878790688,264,13,11,140,156,0.029347234,0.002660928,0.044343466,0.003778085,0.030534555,0.002126589,0.065334706
2782,2782,2782,6.4,GIF011,268.528303,271.6402944,41,136.9808,35.7593,137.292,33.358,10.758,1.5,2.953031208,08:29:00,08:30:46,1244,830,415,283,-3.116736067,0.982613269,1.024011214,15.56628751,6.689798564,0.002310087,0.010458079,56.26108991,53.53459798,283.3868832,0.112254177,0.062966027,0.717793886,210,14,6,245,299,0.027252081,0.002205722,0.023745199,0.001250924,0.039721227,0.001878817,0.156387759
2783,2783,2783,6.4,GIF012,263.845343,267.0119193,41,136.4882,35.6365,137.292,33.358,12.536,1,1.393534585,08:29:00,08:30:18,832,555,277,195,-1.928164441,0.090543702,0.254807626,3.31521652,0.740505521,3.19E-05,0.00064874,2.333998871,3.072790064,1.962324529,0.053781185,0.007028712,3.73208901,275,224,228,273,173,0.000122866,7.88E-06,0.000452732,2.63E-05,0.000200289,1.35E-05,0.014410478
2784,2784,2784,6.4,GIF013,256.6598823,259.914015,41,137.1617,35.6637,137.292,33.358,12.913,0.6,1.237623624,08:29:00,08:30:43,1111,741,370,235,-3.401027347,0.197400485,0.286272555,4.049977234,0.726200889,3.18E-05,0.000818609,2.514951539,745.5997371,97.39603574,0.041796872,0.007267013,1.330379154,189,171,26,166,281,0.030705392,0.002752669,0.04935596,0.003037642,0.024711231,0.001285779,0.031417263
2785,2785,2785,6.4,GIF014,255.9975038,259.2599505,41,137.4258,35.6576,137.292,33.358,4.624,1.5,2.477879851,08:29:00,08:30:22,1368,912,456,355,-3.155908669,0.407697438,0.424771256,5.922333965,2.208590276,0.000280591,0.00180415,4.787251802,5.77884918,1.596908153,0.060862077,0.018504421,0.937969362,107,242,189,102,283,0.000261201,1.61E-05,0.00044645,2.85E-05,0.000730329,5.12E-05,0.064887062
2786,2786,2786,6.4,GIF015,245.7728138,249.1691714,41,136.9072,35.5454,137.292,33.358,5.882,1.5,3.21777154,08:29:00,08:30:41,920,613,322,217,-2.86648671,0.333095683,0.766473172,12.03580889,5.812276774,0.001538055,0.005864369,18.30405027,299.7243866,4.055872434,0.07580933,0.038170285,1.429991727,82,3,137,292,298,0.026441498,0.001654938,0.044056457,0.002929264,0.027796463,0.0018566,0.053013825
2787,2787,2787,6.4,GIF016,243.4108876,246.839746,41,137.1191,35.5424,137.292,33.358,8.889,1.5,2.835693637,08:29:00,08:30:41,1059,706,353,208,-3.998903417,0.336482996,0.341478451,5.10031523,2.359126094,0.000237414,0.001165593,5.622212569,549.7027691,14.05027051,0.036881097,0.015886249,0.688684924,131,22,188,206,272,0.029536716,0.00241531,0.03371774,0.002918744,0.022977946,0.000930526,0.053552932
2788,2788,2788,6.4,GIF017,245.8718886,249.2668963,41,136.5679,35.487,137.292,33.358,7.415,1.5,2.002736072,08:29:00,08:30:19,614,409,289,195,-10.64955049,0.037556395,0.002835288,0.039173908,0.012302312,8.13E-09,8.00E-08,0.000196987,0.002680999,0.006164796,0.00049025,0.000112827,0.082018882,204,210,109,284,297,0.000335559,9.00E-06,0.000475183,3.37E-05,0.000747277,3.67E-05,0.005977286
2789,2789,2789,6.4,GIF018,237.689723,241.1999262,41,137.5,35.4887,137.292,33.358,5.065,0.01,1.780822348,08:29:00,08:30:14,679,452,226,154,-2.286376192,0.272961671,0.392037814,4.93183177,1.427613,0.000123004,0.001531218,4.53642508,3.290964932,0.601482114,0.080429455,0.013584772,1.851370444,141,170,265,137,279,0.000364966,1.00E-05,0.000577767,2.98E-05,0.000285085,1.20E-05,0.043443199
2790,2790,2790,6.4,GIF019,232.7906109,236.3735783,41,137.4039,35.4495,137.292,33.358,4.256,0.010169492,0.855943006,08:29:00,08:30:19,720,480,343,218,-5.162005159,0.274984628,0.151957984,1.626596248,0.208145161,4.28E-06,0.000230735,0.701312295,0.76616736,0.065678518,0.022171079,0.003214498,0.50659195,253,280,299,261,250,0.000233791,1.32E-05,0.00059117,2.96E-05,0.000481398,2.51E-05,0.043765163
2791,2791,2791,6.4,GIF020,234.9791498,238.5292452,41,136.7553,35.4243,137.292,33.358,6.582,1.5,3.198244908,08:29:00,08:30:17,572,381,284,200,-8.912769538,0.51011112,0.042532225,0.657387223,0.310940433,4.67E-06,1.80E-05,0.118876486,0.473550877,0.0063962,0.004026926,0.002634695,0.04960081,171,230,159,287,299,0.00071872,3.50E-05,0.001177889,7.75E-05,0.00057685,1.47E-05,0.081186706
2792,2792,2792,6.4,GIF021,233.3395815,236.9142467,41,137,35.4426,137.292,33.358,6.467,0.01,1.67273964,08:29:00,08:30:25,678,452,274,175,-3.499755066,0.263019492,0.33250187,4.432775655,1.237244276,7.79E-05,0.00109848,2.365978947,2.563609026,0.48570653,0.053260225,0.011709222,1.272315839,192,289,250,119,143,0.014059749,0.001262618,0.010225619,0.000697451,0.006225299,0.000378084,0.041860852
2793,2793,2793,6.4,GIF022,226.9647226,230.6382131,41,136.4715,35.2834,137.292,33.358,4.479,1.5,2.88346494,08:29:00,08:30:38,1132,755,377,307,-2.402035932,0.973947374,1.534273575,23.49058926,9.775810051,0.004937374,0.023443712,101.7604305,14.98803417,491.5304763,0.153351378,0.094150038,0.989309231,183,8,40,285,299,0.034016128,0.002562288,0.03249834,0.002692367,0.037084972,0.002418825,0.155008539
2794,2794,2794,6.4,GIF023,225.8562128,229.5474436,41,137.2158,35.3882,137.292,33.358,9.115,1.5,3.174220039,08:29:00,08:30:12,769,513,350,275,-7.632983709,0.262532841,0.047760602,0.73404079,0.346984042,5.80E-06,2.27E-05,0.134240892,13.26668977,0.714466087,0.005028421,0.002881803,0.120344943,221,21,7,286,299,0.001254263,5.01E-05,0.005679402,0.000385571,0.001389614,8.89E-05,0.041783399
2795,2795,2795,6.4,GIF024,216.2166315,220.0696066,41,137.387,35.3009,137.292,33.358,8.436,1.5,2.778310993,08:29:00,08:30:12,1255,837,418,283,-10.62734389,0.104987979,0.006652563,0.093819336,0.040132794,8.60E-08,4.40E-07,0.001743451,0.004302602,0.00425207,0.000820545,0.000411404,0.049106891,49,56,46,294,299,0.000312892,1.94E-05,0.000786089,4.88E-05,0.000620994,2.83E-05,0.016709356
2796,2796,2796,6.4,GIF026,253.3962789,256.6917883,41,136.7414,35.5912,137.292,33.358,6.717,1.5,2.218998948,08:29:00,08:30:23,639,426,213,121,-3.808166413,0.164165146,0.221579646,3.094498566,1.129605126,6.11E-05,0.00048988,1.567499579,1.541084716,0.347889946,0.032659659,0.008551415,1.250001571,269,253,250,111,299,0.000316857,7.81E-06,0.000477868,2.50E-05,0.000355026,6.54E-06,0.026127695
2797,2797,2797,6.4,GNM016,341.0595561,343.5150955,41,138.9251,36.1162,137.292,33.358,2.486,1.5,3.194744837,08:29:00,08:31:09,705,470,279,181,-5.643194111,0.679073396,0.220059301,3.449973727,1.742517983,0.000125123,0.000483976,2.563029287,14.51040801,0.806736586,0.022857304,0.010255758,0.211489177,5,275,241,32,274,0.010250538,0.001089086,0.019941176,0.000640263,0.012271094,0.000500292,0.108077888
2798,2798,2798,6.4,HRS001,444.63382,446.5201383,41,132.9018,35.0337,137.292,33.358,1.331,1.5,3.389120136,08:29:00,08:31:33,591,394,197,122,-5.792683329,0.552501904,0.165929956,2.527389966,1.332469624,8.00E-05,0.000275038,1.829684111,7.555821138,16.8782808,0.017965895,0.008358908,0.204312508,69,10,11,72,268,0.004156902,0.000338731,0.009523849,0.000531963,0.009066963,0.000555478,0.087933409
2799,2799,2799,6.4,HRS005,401.7245901,403.8113994,41,133.2807,34.777,137.292,33.358,4.03,1.5,2.822108012,08:29:00,08:31:13,730,487,266,172,-3.877713377,0.622158961,0.443520968,6.411366141,2.732922006,0.000394929,0.001957635,10.57217737,57.80664565,150.6040023,0.055412411,0.028056873,0.559610109,25,10,32,267,299,0.015839235,0.0006503,0.021726169,0.001050096,0.025126871,0.001449641,0.099019674
2800,2800,2800,6.4,HRS009,479.3287476,481.0790457,41,132.2794,34.4926,137.292,33.358,1.727,1.5,2.746606501,08:29:00,08:31:31,583,389,249,163,-6.374868284,0.331540947,0.106427223,1.576499549,0.710548679,2.15E-05,0.000112644,0.514312276,9.126291642,11.17092009,0.011415623,0.005247346,0.216342734,242,109,12,34,299,0.006819767,0.000465685,0.00959231,0.000554582,0.010337708,0.000676385,0.052766381
2801,2801,2801,6.4,HRS014,474.6252073,476.3927869,41,132.2766,34.2869,137.292,33.358,2.207,0.010033445,1.285535772,08:29:00,08:31:29,278,185,160,125,-6.410158484,0.175986337,0.06930515,0.938612983,0.202178453,2.00E-06,4.78E-05,0.284405382,0.215834001,0.532471647,0.010588294,0.002389134,0.378030555,76,240,203,283,299,0.006636986,0.000362686,0.016681628,0.001100485,0.010826423,0.000641889,0.028009095
2802,2802,2802,6.4,HRS018,419.4226295,421.4218103,41,132.9068,34.3413,137.292,33.358,3.744,1.5,2.854478762,08:29:00,08:31:19,219,146,142,134,-4.846263419,0.825268476,0.340319187,5.202639308,2.140782614,0.000238312,0.001154655,5.358305146,1.878754058,44.75013734,0.037164096,0.020099277,0.282949014,102,134,243,252,299,0.01106182,0.000457307,0.019452517,0.00180208,0.037264401,0.003868439,0.131345557
2803,2803,2803,6.4,HRS019,447.8274246,449.7003471,41,132.5647,34.2485,137.292,33.358,2.342,1,1.650269221,08:29:00,08:31:25,323,215,137,83,-5.736909422,0.348571081,0.078515047,1.026396067,0.29176456,4.25E-06,6.16E-05,0.166364412,9.398253653,0.987794424,0.015497268,0.002494538,0.279346771,91,284,230,94,224,0.007838674,0.000560361,0.021601134,0.001723786,0.023580703,0.002151901,0.055476811
2804,2804,2804,6.4,HRS020,394.9960612,397.1182297,41,133.1693,34.3027,137.292,33.358,2.655,1.5,3.108965636,08:29:00,08:31:11,649,433,331,247,-5.214913996,0.289441117,0.146081446,2.21305574,1.063262345,5.20E-05,0.000212556,1.763379595,15.10341067,3.867916898,0.017855141,0.008324567,0.387599247,90,42,130,88,299,0.007189194,0.000284992,0.011339258,0.000798429,0.016220082,0.000774358,0.046065984
